stockNum,askPrice,isNew,color,brandName,modelName,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
11847,12387,False,Silver Ice Metallic,CHEVROLET,Cruze,17,17,4,4
11774F,16671,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
11832,12959,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
11866F,15900,False,Summit White,CHEVROLET,Impala,18,18,4,4
9020A,12998,False,Mosaic Black Metallic,CHEVROLET,Sonic,15,15,4,4
11867F,15999,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
11856F,19221,False,Blue Velvet Metallic,CHEVROLET,Impala,18,18,4,4
11925,12975,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
11926,12875,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
11946,12925,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
11921,12988,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
11927,12861,False,Summit White,CHEVROLET,Cruze,16,16,4,4
11956F,12994,False,Nightfall Gray Metallic,CHEVROLET,Cruze,16,16,4,6
11923,13176,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
11924,12896,False,Summit White,CHEVROLET,Cruze,16,16,4,4
11922,12898,False,Summit White,CHEVROLET,Cruze,16,16,4,4
12087F,15997,False,Summit White,CHEVROLET,Impala,18,18,4,4
12169,11574,False,Summit White,CHEVROLET,Cruze,16,16,4,4
12191,11989,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
12025,17985,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
12260G,10798,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
12303A,11998,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
12314F,12835,False,Summit White,BUICK,Regal,18,18,4,6
12321F,13998,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
12493F,15539,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
12609F,10996,False,Red Hot,CHEVROLET,Cruze,17,17,4,4
12640F,8482,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
12641F,8481,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
12673,11283,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
12682,10948,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
12691,14887,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
12683,13727,False,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
12672,13736,False,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
12719,12522,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
12718,14638,False,Summit White,CHEVROLET,Impala,18,18,4,4
LT,0,False,Cajun Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
Premium,30462,False,Summit White,BUICK,LaCrosse,18,18,4,4
LT,16962,False,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
Luxury AWD,29962,False,Black,CADILLAC,ATS,17,17,4,4
LT,17462,False,Black,CHEVROLET,Impala,18,18,4,4
LT,24962,False,Nightfall Gray Metallic,CHEVROLET,Impala,18,18,4,4
LT,15962,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
Luxury AWD,28962,False,White,CADILLAC,ATS,17,17,4,4
LT,0,False,Cajun Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
Premium,30462,False,Summit White,BUICK,LaCrosse,18,18,4,4
LT,17962,False,Blue Velvet Metallic,CHEVROLET,Malibu,17,17,4,4
LT,0,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
Essence,0,False,Quicksilver Metallic,BUICK,LaCrosse,18,18,4,4
LT,0,False,Summit White,CHEVROLET,Malibu,17,17,4,4
Luxury AWD,0,False,Black,CADILLAC,ATS,17,17,4,4
LT,0,False,Black,CHEVROLET,Impala,18,18,4,4
Luxury AWD,0,False,Red,CADILLAC,CTS,17,17,4,4
LT,0,False,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
3.6L Luxury,0,False,Black Raven,CADILLAC,CTS,17,17,4,4
U6310,22962,False,Nightfall Gray Metallic,CHEVROLET,Impala,18,18,4,4
LT,0,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
Luxury AWD,0,False,White,CADILLAC,ATS,17,17,4,4
LT,0,False,Black,CHEVROLET,Cruze,16,16,4,6
P6158,11494,False,Nightfall Gray Metallic,CHEVROLET,Sonic,15,15,4,4
P6110,22594,False,Summit White,CHEVROLET,Impala,18,18,4,4
P6191,0,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
P6044,17294,False,Quicksilver Metallic,BUICK,Verano,18,18,4,4
P6190,19694,False,Summit White,CHEVROLET,Malibu,17,17,4,4
P6312,20494,False,Summit White,CHEVROLET,Impala,18,18,4,4
P6263,19999,False,Summit White,CHEVROLET,Malibu,17,17,4,4
P6322,11994,False,Tungsten Metallic,CHEVROLET,Cruze,16,16,4,4
P6333,15494,False,Arctic Blue Metallic,CHEVROLET,Malibu,17,17,4,4
P6202,25494,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P6304,19999,False,Summit White,CHEVROLET,Malibu,16,16,4,4
P6435,11494,False,Red Hot,CHEVROLET,Sonic,15,15,4,4
P6441,0,False,Pepperdust Metallic,CHEVROLET,Impala,18,18,4,4
P6496,12258,False,Summit White,CHEVROLET,Cruze,16,16,4,4
P6441,14896,False,Pepperdust Metallic,CHEVROLET,Impala,18,18,4,4
P6348,20258,False,Summit White,CHEVROLET,Impala,18,18,4,4
P6416,17290,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
P6394,17718,False,Black,CHEVROLET,Impala,18,18,4,4
P6488,15545,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
P6626,18433,False,Summit White,CHEVROLET,Impala,18,18,4,4
P6601,12554,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P6618,15406,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
P6491,30052,False,Black Raven,CADILLAC,XTS,19,19,4,4
P6605,15767,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
P6392,17446,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
P6700,14711,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P6707,15441,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
P6764,0,False,Black Metallic,CHEVROLET,Impala,18,18,4,4
P6696,15514,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P6768,21814,False,Graphite Metallic,CHEVROLET,Impala,19,19,4,4
9556A,15285,False,Gray Metallic,CHEVROLET,Malibu,16,16,4,4
P6865,22879,False,Black Raven,CADILLAC,XTS,19,19,4,4
P6827,14271,False,Black Metallic,CHEVROLET,Cruze,17,17,4,4
P6673,22842,False,Black,CHEVROLET,Impala,18,18,4,4
P6864,14271,False,Black Metallic,CHEVROLET,Cruze,16,16,4,4
P6694,16767,False,Summit White,CHEVROLET,Malibu,17,17,4,4
P6878,21196,False,Black Metallic,CHEVROLET,Impala,19,19,4,4
10056A,9745,False,Gray Metallic,CHEVROLET,Spark,15,15,4,4
P6970,0,False,Black Metallic,CADILLAC,CT6,19,19,4,4
P6560,34331,False,Black Raven,CADILLAC,CTS,17,17,4,4
P6894,13679,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
9898A,11328,False,Gray Metallic,CHEVROLET,Malibu,17,17,4,4
P7001,14934,False,Summit White,CHEVROLET,Malibu,16,16,4,4
P7002,14493,False,blue velvet metallic,CHEVROLET,Malibu,17,17,4,4
P7007,19186,False,Black,CHEVROLET,Impala,18,18,4,4
P7054,15280,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
P7073,16358,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
P6912A,14198,False,Gray Metallic,CHEVROLET,Malibu,17,17,4,4
23780,14439,False,Summit White,CHEVROLET,Cruze,16,16,4,4
23778,15990,False,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
23943A,12990,False,Kinetic Blue Metallic,CHEVROLET,Cruze,15,15,4,4
24142,14499,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
24141,12490,False,Red Hot,CHEVROLET,Cruze,16,16,4,4
24368A,9208,False,Gray Metallic,CHEVROLET,Spark,15,15,4,4
24476,12999,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
24493,12499,False,Arctic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
24523A,10499,False,Arctic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
24380A,15100,False,Summit White,CHEVROLET,Malibu,16,16,4,4
45525,14258,True,Summit White,CHEVROLET,Cruze,15,15,4,4
45164,13908,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
LP13345,14771,False,Summit White,CHEVROLET,Malibu,16,16,4,4
42451,38972,True,Cajun Red Tintcoat,CHEVROLET,Bolt EV,17,17,4,4
LP13233,19471,False,Sandy Ridge Metallic,CHEVROLET,Malibu,17,17,4,4
LP13287,16871,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,17,17,4,4
45802,20014,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
45552,14258,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
45271,12908,True,Red,CHEVROLET,Cruze,15,15,4,4
41102,14472,True,Red Hot,CHEVROLET,Cruze,15,15,4,4
41852,21288,True,Cajun Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
41866,17606,True,Mosaic Black Metallic,CHEVROLET,Malibu,16,16,4,4
41861,17472,True,Mosaic Black Metallic,CHEVROLET,Malibu,16,16,4,4
STK114140,15472,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P10830,13972,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
P10776,13972,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
P10678,13572,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
41596,20346,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
45258,18199,True,Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
LP13375,18571,False,Black,CHEVROLET,Impala,18,18,4,4
P10888,16972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
42389,34630,True,Black,CHEVROLET,Impala,18,18,4,4
44065,25081,True,Black Metallic,CHEVROLET,Malibu,18,18,4,4
41614,18472,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LP13346,14871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
42318,27530,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
42317,27530,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
42111,26272,True,Satin Steel Metallic,CHEVROLET,Volt,17,17,4,6
LP13262,14571,False,Graphite Gray Metallic,BUICK,Verano,18,18,4,4
42428,34272,True,Kinetic Blue Metallic,CHEVROLET,Bolt EV,17,17,4,4
45852,15312,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
45538,15312,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
45853,16947,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
45526,12781,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
45329,15358,True,Summit White,CHEVROLET,Malibu,16,16,4,4
45870,15312,True,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
42128,27972,True,Satin Steel Metallic,CHEVROLET,Volt,17,17,4,6
41609,22588,True,Summit White,CHEVROLET,Malibu,17,17,4,4
LP13295,17971,False,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
41371,13972,True,Red Hot,CHEVROLET,Cruze,15,15,4,4
P10812,14372,False,Arctic Blue Metallic,CHEVROLET,Cruze,17,17,4,4
41338,14278,True,Mosaic Black Metallic,CHEVROLET,Cruze,15,15,4,4
45480,16971,True,Gray Metallic,CHEVROLET,Malibu,17,17,4,4
LP13334,15271,False,Summit White,CHEVROLET,Malibu,17,17,4,4
46246,22162,True,Pacific Blue Metallic,CHEVROLET,Malibu,16,16,4,4
42093,26972,True,Cajun Red Tintcoat,CHEVROLET,Volt,17,17,4,6
45742,12781,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
P10914,13972,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
LP13359,14571,False,Kinetic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
42402,37472,True,Nightfall Gray Metallic,CHEVROLET,Bolt EV,17,17,4,4
P10728,21872,False,Mosaic Black Metallic,CHEVROLET,Impala,19,19,4,4
LP13311,13971,False,Arctic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
45905,10671,True,Gray,CHEVROLET,Spark,15,15,4,4
41830,19372,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
41279,13972,True,Summit White,CHEVROLET,Cruze,15,15,4,4
41944,26972,True,Kinetic Blue Metallic,CHEVROLET,Volt,17,17,4,6
41387,13972,True,Mosaic Black Metallic,CHEVROLET,Cruze,15,15,4,4
45801,16971,True,Summit White,CHEVROLET,Malibu,17,17,4,4
P10923,13972,False,Summit White,CHEVROLET,Cruze,16,16,4,4
46354A,28371,False,Black,CHEVROLET,Impala,18,18,4,4
44931,16678,True,Graphite Metallic,CHEVROLET,Cruze,16,16,4,6
45300,18771,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LP13331,15771,False,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
44683,15641,True,Black,CHEVROLET,Cruze,16,16,4,6
41378,14272,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
41589,20572,True,Cajun Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
42057,26672,True,Mosaic Black Metallic,CHEVROLET,Volt,17,17,4,6
42000,13334,True,Mosaic Black,CHEVROLET,Spark,15,15,4,4
45774,16971,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
41380,15972,True,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
41040,15972,True,Satin Steel Metallic,CHEVROLET,Cruze,16,16,4,4
P10596,12772,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
41850,20272,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
C1194,17972,False,Black Metallic,CHEVROLET,Malibu,17,17,4,4
46417,37866,True,Black,CHEVROLET,Impala,19,19,4,4
P10874,16972,False,Kinetic Blue Metallic,CHEVROLET,Cruze,17,17,4,6
46296,14979,True,Gray Metallic,CHEVROLET,Sonic,15,15,4,4
41559,19372,True,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
45604,19102,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
45741,16670,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
45886,19339,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
42380A,13772,False,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
42363,37472,True,Summit White,CHEVROLET,Bolt EV,17,17,4,4
41343,13972,True,Silver Ice Metallic,CHEVROLET,Cruze,15,15,4,4
41707,17672,True,Cajun Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
46471,20571,True,Pepperdust Metallic,CHEVROLET,Cruze,16,16,4,4
LP13394,13771,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P10698,15672,False,Cajun Red Tintcoat,CHEVROLET,Malibu,17,17,4,4
41993,31372,True,Mosaic Black Metallic,CHEVROLET,Volt,17,17,4,6
46458,12471,True,Black Metallic,CHEVROLET,Cruze,15,15,4,4
45577,19935,True,Summit White,CHEVROLET,Malibu,17,17,4,4
46051,39580,True,Gray Metallic,CHEVROLET,Bolt EV,17,17,4,4
41970,31372,True,Mosaic Black Metallic,CHEVROLET,Volt,17,17,4,6
41348,16972,True,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
41579,19372,True,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
42098,28872,True,Iridescent Pearl Tricoat,CHEVROLET,Volt,17,17,4,6
LP13392,14771,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
P10924,14972,False,Red Hot,CHEVROLET,Cruze,16,16,4,6
LP13376,18171,False,Black,CHEVROLET,Impala,18,18,4,4
LP13377,17971,False,Black,CHEVROLET,Impala,18,18,4,4
42461,11355,True,Mosaic Black,CHEVROLET,Spark,15,15,4,4
41671A,16772,False,Red Tintcoat,CHEVROLET,Cruze,17,17,4,6
42111A,17772,False,Black Metallic,CHEVROLET,Volt,17,17,4,6
LP13395,14571,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LP13309,16971,False,Summit White,CHEVROLET,Malibu,17,17,4,4
41351,14172,True,Mosaic Black Metallic,CHEVROLET,Cruze,15,15,4,4
41837,19372,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
41056,15872,True,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
42391,37772,True,Kinetic Blue Metallic,CHEVROLET,Bolt EV,17,17,4,4
41846,22972,True,Summit White,CHEVROLET,Malibu,17,17,4,4
45611,19935,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
41649,18872,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
45793,16971,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
45687,19935,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LP13374,17771,False,Black,CHEVROLET,Impala,18,18,4,4
LP13378,18371,False,Black,CHEVROLET,Impala,18,18,4,4
41844,25092,True,Summit White,CHEVROLET,Malibu,17,17,4,4
45778A,14571,False,Summit White,CHEVROLET,Malibu,17,17,4,4
P10929,16972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
P10872,17772,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
P10806,17972,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LP13462,17971,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P10811,18872,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
45893AA,17471,False,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
LP13437,14571,False,Summit White,CHEVROLET,Malibu,16,16,4,4
LP13349,11971,False,Summit White,CHEVROLET,Cruze,16,16,4,4
P10816,16372,False,Mosaic Black Metallic,CHEVROLET,Cruze,17,17,4,4
45170,19177,True,Gray Metallic,CHEVROLET,Malibu,17,17,4,4
44764,14971,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
LP13421,16771,False,Graphite Metallic,CHEVROLET,Cruze,17,17,4,4
41079,17972,True,Cajun Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
LP13459,17971,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LP13435,16971,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
P10804,17872,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
41855,19972,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
LP13458,17871,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LP13464,17571,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,17,17,4,4
44745,16698,True,Black,CHEVROLET,Cruze,16,16,4,6
45885,22179,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
42371,38272,True,Mosaic Black Metallic,CHEVROLET,Bolt EV,17,17,4,4
44741,14971,True,Gray Metallic,CHEVROLET,Cruze,16,16,4,6
44765,16668,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
P10995,13972,False,Summit White,CHEVROLET,Malibu,17,17,4,4
46372,15194,True,Black Metallic,CHEVROLET,Sonic,15,15,4,4
42025,24760,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LP13329,12571,False,Arctic Blue Metallic,CHEVROLET,Cruze,16,16,4,4
44746,18014,True,Black,CHEVROLET,Cruze,16,16,4,6
LP13483,19971,False,Iridescent Pearl Tricoat,CHEVROLET,Impala,19,19,4,4
P11005,13672,False,Tungsten Metallic,CHEVROLET,Cruze,16,16,4,4
LP13468,18871,False,Iridescent Pearl Tricoat,CHEVROLET,Impala,19,19,4,4
LP13453,17471,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P10944,16272,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
44978,18064,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
46604,13943,True,Caribbean Blue Metallic,CHEVROLET,Spark,15,15,4,4
P10993,12472,False,Summit White,CHEVROLET,Cruze,16,16,4,4
LP13338,11671,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
LP13472,14871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
46274A,13971,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
41653,19972,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LP13393,14171,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LP13354,13871,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
45800,19167,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LP13417,15571,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
42436,27550,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
42443,27550,True,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
P10805,17672,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P10803,17672,False,Summit White,CHEVROLET,Impala,18,18,4,4
41121,14772,True,Summit White,CHEVROLET,Cruze,15,15,4,4
P10871,26972,False,Black,CHEVROLET,Impala,19,19,4,4
45571A,13871,False,Mosaic Black Metallic,CHEVROLET,Sonic,16,16,4,4
44747,15471,True,Black,CHEVROLET,Cruze,16,16,4,6
46389A,15871,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
46528,23912,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
P10801,16872,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
41080,17338,True,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
LP13505,15871,False,Cajun Red Tintcoat,CHEVROLET,Cruze,17,17,4,4
P10927,14172,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LP13423,14971,False,Tungsten Metallic,CHEVROLET,Cruze,16,16,4,4
LP13401,15871,False,Summit White,CHEVROLET,Cruze,17,17,4,4
P10906,13172,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
P10810,16272,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P11057,12972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
41289,18710,True,Nightfall Gray Metallic,CHEVROLET,Cruze,16,16,4,6
46650,20701,True,Black Metallic,CHEVROLET,Malibu,18,18,4,4
LP13502,18871,False,Iridescent Pearl Tricoat,CHEVROLET,Malibu,17,17,4,4
46076A,14471,False,Nightfall Gray Metallic,CHEVROLET,Malibu,16,16,4,4
LP13456,23995,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P10932,15872,False,Mosaic Black Metallic,CHEVROLET,Cruze,17,17,4,4
41155,14972,True,Mosaic Black Metallic,CHEVROLET,Cruze,15,15,4,4
41039,17543,True,Cajun Red Tintcoat,CHEVROLET,Cruze,16,16,4,4
41037,28222,True,Iridescent Pearl Tricoat,CHEVROLET,Malibu,18,18,4,4
P11052,15972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
41874,20122,True,Pepperdust Metallic,CHEVROLET,Malibu,17,17,4,4
42627,19536,True,Mosaic Black Metallic,CHEVROLET,Malibu,16,16,4,4
LP13478,19571,False,Black Raven,CADILLAC,XTS,19,19,4,4
45810,21964,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
42773,36972,True,Satin Steel Metallic,CHEVROLET,Volt,17,17,4,6
P10915,13372,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
P10802,17772,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
42376,33872,True,Summit White,CHEVROLET,Bolt EV,17,17,4,4
LP13504,12771,False,Graphite Metallic,CHEVROLET,Cruze,16,16,4,4
45995A,15871,False,Mosaic Black Metallic,CHEVROLET,Malibu,16,16,4,4
41336,14972,True,Summit White,CHEVROLET,Cruze,15,15,4,4
LP13482,17671,False,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
LP13399,14571,False,Mosaic Black Metallic,CHEVROLET,Malibu,17,17,4,4
45882,20848,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
45779,19318,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
44930,20575,True,Summit White,CHEVROLET,Cruze,16,16,4,6
44980,19054,True,Black,CHEVROLET,Cruze,16,16,4,6
46520,22912,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
LP13549,13871,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
P11106,15972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
LP13452,17971,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LP13580,14871,False,Silver Ice Metallic,CHEVROLET,Malibu,16,16,4,4
LP13553,14971,False,Tungsten Metallic,CHEVROLET,Cruze,16,16,4,4
46557,30111,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
LP13460,17571,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
41845,23592,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
P11051,12472,False,Summit White,CHEVROLET,Cruze,16,16,4,4
LP13463,17371,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
46527,30675,True,Black Metallic,CHEVROLET,Malibu,18,18,4,4
42578,37348,True,Blue Velvet Metallic,CHEVROLET,Impala,19,19,4,4
P10916,12872,False,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
P10808,17122,False,Pepperdust Metallic,CHEVROLET,Impala,18,18,4,4
P10780,17372,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
P10779,17122,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
46166,17821,True,Black Metallic,CHEVROLET,Malibu,16,16,4,4
45782,20214,True,Black Metallic,CHEVROLET,Malibu,17,17,4,4
42818,19571,True,Mosaic Black Metallic,CHEVROLET,Cruze,16,16,4,4
LP13550,13571,False,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,4
42811,20436,True,Mosaic Black Metallic,CHEVROLET,Malibu,18,18,4,4
46618,16221,True,Summit White,CHEVROLET,Malibu,16,16,4,4
LP13454,23971,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
LP13457,17471,False,Mosaic Black Metallic,CHEVROLET,Impala,18,18,4,4
46522,22421,True,Silver Ice Metallic,CHEVROLET,Malibu,17,17,4,4
42631,22273,True,Shadow Gray Metallic,CHEVROLET,Malibu,17,17,4,4
LP13533,19271,False,Black,CHEVROLET,Impala,19,19,4,4
42648,19476,True,Pacific Blue Metallic,CHEVROLET,Malibu,16,16,4,4
45160,18346,True,Red Tintcoat,CHEVROLET,Cruze,16,16,4,6
42830,35672,True,Satin Steel Metallic,CHEVROLET,Volt,17,17,4,6
LP13403,14371,False,Blue Velvet Metallic,CHEVROLET,Malibu,17,17,4,4
41644,18710,True,Silver Ice Metallic,CHEVROLET,Cruze,16,16,4,6
41920,29610,True,Silver Ice Metallic,CHEVROLET,Impala,18,18,4,4
P11124,15972,False,Nightfall Gray Metallic,CHEVROLET,Malibu,17,17,4,4
